关键词,页码,序号,书名,score
老人 书,5,7,协和医院专家教你吃对不生病 糖尿病吃什么宜忌速查 中老年人高血压高血糖食疗食谱教糖尿病人吃的菜谱饮食保,41.76049999999999
老人 书,5,8,中国居民膳食指南2025 引导国人树立科学饮食观 儿童青少年男性女性老年人居民饮食营养食谱 科学食谱养生之道四季饮食指南 中国民间菜谱 中国居,40.020479166666654
老人 书,5,9,会补的老人不生病 杨力 著 中国轻工业出版社【正版】,38.28045833333333
老人 书,5,10,五千年犹太文明史,36.54043749999999
老人 书,5,11,老年人生理结构与机能,34.80041666666666
老人 书,5,12,二弩老人遗印（手工宣纸 彩色影印）/中国图书馆藏珍稀印谱丛刊·上海图书馆卷,33.060395833333324
老人 书,5,13,铁蹄下的江南名城-：常熟老人口述日军暴行,31.32037499999999
老人 书,5,14,半塘老人钤印(共2册)(精),29.58035416666666
老人 书,5,15,失能老人照护学,27.840333333333326
老人 书,5,16,清湘老人书画编年,26.100312499999994
老人 书,5,17,老人深度幸福纪——幸福颐养的100个故事,24.36029166666666
老人 书,5,18,太乙统宗宝鉴,22.62027083333333
老人 书,5,19,藏园老人手稿（全16册）2箱一套,20.880249999999997
老人 书,5,20,世界经典文学名著系列 全英文版 小王子+动物庄园+与海等（18册）,19.140229166666664
老人 书,5,21,老年人合理用药（上海市老年教育普及教材）,17.40020833333333
老人 书,5,22,今古奇观（汉俄对照，节选）（全四册）,15.6601875
老人 书,5,23,老人与海,13.920166666666667
老人 书,5,24,老人与海：立体书典藏版,12.180145833333327
老人 书,5,25,暖暖的姜黄（儿童眼里的老人，老人心里的孩子。一老一少一条狗，身后是美丽的村庄和繁华的城市。）,10.440124999999995
老人 书,5,26,四大名著全套（大字注释版全本无删减共16册）学生阅读 西游记三国演义水浒传红楼梦,8.700104166666662
老人 书,5,27,老年人健康用对药：老年人用药必知,6.96008333333333
老人 书,5,28,后浪插图珍藏版·小说名著（套装共12册） 红与黑+远大前程+傲慢与偏见+与海+月亮与六便士+巴黎圣母院+查第格+老实人+高龙巴+卡门+漂亮朋友+一生,5.220062499999997
老人 书,5,29,老年人营养与膳食（第二版）（新编21世纪高等职业教育精品教材·智慧健康养老服务与管理系列）,3.480041666666665
老人 书,5,30,讲给孩子的故宫里的明清史 清朝4为什么他自称“十全”？,1.7400208333333325
老人 书籍,1,1,图说天下·国家地理系列：走遍中国图书书香节,100.0
老人 书籍,1,2,自营包邮 中国古代文化常识（插图修订第4版）语言学大师王力主编，了解中国古代文化面貌全面的入门参考书,96.66666666666667
老人 书籍,1,3,吃土：强健肠道、提升免疫系统 肠子的小心思吃出自愈力救命饮食疗减肥慢性疲劳关节甲状腺病身体由我成人儿童孕妇中老年人营养学抗炎保健养生,93.33333333333333
老人 书籍,1,4,中老年食疗养生一本全 保健饮食养生菜谱食品大全 养生大系老年人养生大全食谱调理 食疗营养健康百科全书 中老年食疗养生一本全,90.0
老人 书籍,1,5,中老年人必知的365个养生法（大字插图超值版） 阅读狂欢节,86.66666666666667
老人 书籍,1,6,中老年营养百科 近500页的饮食营养内容 更年期综合征、高血糖、高血脂、高血压等5大类中老年健康问题指导 200多种日常食物营养价值详解 助力中老,83.33333333333334
老人 书籍,1,7,营养治病养生大系中老年人食物营养学健康养生保健食谱四季养生日常疾病预防养生知识家庭营养健康保健养生书 养生大系营养治病.,80.0
老人 书籍,1,8,全20册世界二十大名著全套正版原著瓦尔登湖童年钢铁是怎样炼成的简爱海底两万里汤姆索亚历险记与海鲁滨逊漂流记世界名著青少年中课外读物,76.66666666666666
老人 书籍,1,9,老年人怎样才能更长寿（生活养生） 阅读狂欢节,73.33333333333334
老人 书籍,1,10,一个世纪的人生课,70.0
老人 书籍,1,11,301医院营养专家--老年人饮食营养一本通 阅读狂欢节,66.66666666666667
老人 书籍,1,12,【赠书签】老人与海 作家榜 中国现当代文学小说世界名著 学生课外阅读新华书店旗舰店正版,63.33333333333333
老人 书籍,1,13,中国居民膳食指南2025 中国居民膳食指南大全 引导国人树立科学饮食观 儿童青少年男性女性老年人居民饮食营养食谱 科学减肥食谱养生之道四季饮食,60.0
老人 书籍,1,14,老人与海 青少版,56.666666666666664
老人 书籍,1,15,原版正版3册增删卜易上下册+卜筮正宗六爻经典全野鹤/孙正治周易l四柱预测学初学入门大全,53.333333333333336
老人 书籍,1,16,中老年人最爱的歌-新歌老歌大全集 阅读狂欢节,50.0
老人 书籍,1,17,大字体最新三力测试题库书视频70岁老年人换证三力测试题题库 下单送手机模拟考试软件 大字体纸质版,46.666666666666664
老人 书籍,1,18,原版正版《增删卜易卜筮正宗》3册六爻经典全野鹤/孙正治周易l四柱预测学初学入门大全,43.333333333333336
老人 书籍,1,19,小王子书老人与海动物庄园欧亨利傲慢与偏见月亮与六便士了不起的盖茨比假如给我三天光明爱丽丝漫游鲁滨逊漂流记瓦尔登湖 (附赠词汇注解手册),40.0
老人 书籍,1,20,老年人，吃得对才能活得好.老年人膳食营养营养误区老年朋友延年益寿,36.66666666666667
老人 书籍,1,21,老年人精神生活健康指南（第3版）,33.333333333333336
老人 书籍,1,22,老年人急救手册（大字 插图 超值版）,30.000000000000004
老人 书籍,1,23,中老年人身体功能训练指南（第2版）(人邮体育出品),26.66666666666667
老人 书籍,1,24,老人与海 带插图 名家翻译 诺贝尔奖得主 海明威 代表作 中小学生阅读指导目录推荐 儿童文学 世界名著,23.33333333333333
老人 书籍,1,25,老年人四季养生（上海市老年教育推荐用书）,19.999999999999996
老人 书籍,1,26,元音老人文集全集 楞严要解 心经抉隐 大手印浅释 佛法修证心要 中有成秘决 32开全5册简装大手扶隐 全套文集五册,16.666666666666664
老人 书籍,1,27,68节医疗保健操适合中老年人健身养生养身传统的养生术强身健体零基础入门 图解八段锦五禽戏六字诀易经筋,13.33333333333333
老人 书籍,1,28,老年人心理服务与关怀(老年人心理工作怎么做),9.999999999999998
老人 书籍,1,29,老年人能力评估师 等级认定培训教材套装（基础+三二一级）共2册,6.666666666666665
老人 书籍,1,30,食物寒凉温热属性功效速查手册 正版图书 养生保健 养生食疗 食物养生 饮食关注 中老年人饮食养生健康,3.3333333333333326
老人 书籍,2,1,高中必读课外书籍 高一必读书目 全套15本 高中高一读名著课外书目 乡土中国高一必读人民教育出版社教材配套阅读 与海红楼梦三国演义人间词,85.0
老人 书籍,2,2,伊索寓言 来川英文原著分级足量阅读 初中高中生英语课外读物 英文中英双语版英语双语读物英语小说 可选套餐：童话故事 短篇小说,82.16666666666667
老人 书籍,2,3,"学会照顾,让父母的晚年更幸福 陈乃菁著 老年人护理 养老照顾照顾父母居家照顾照顾患有老年痴呆症的父母 照顾老年人",79.33333333333333
老人 书籍,2,4,【新华书店旗舰店官网】正版包邮 憨山大师文集 中土佛学大师圆觉经金刚金心经直说妙法莲华经楞严经起信论憨山梦游集,76.5
老人 书籍,2,5,三力测试2025最新题库70岁老人书换驾照证记忆2025考纸质答案北京全国通用 纸质书(加配套手机软件),73.66666666666667
老人 书籍,2,6,老人营养指导,70.83333333333334
老人 书籍,2,7,他们从未忘记你：为阿尔茨海默病制造欢乐时光,68.0
老人 书籍,2,8,老年人膳食原则和常见营养问题（下）,65.16666666666666
老人 书籍,2,9,老年人居家科学健身方法指导(人邮体育出品),62.333333333333336
老人 书籍,2,10,世上的果子，世上的人 65岁识字画画，人生随时都能精彩，记忆植物和故人，有趣的生命灿然,59.49999999999999
老人 书籍,2,11,老人与海+青鸟+花未眠+贝多芬传+小银和我+黑塞童话集（彩绘诺贝尔系列：全6册，诺贝尔奖得主代表作，高清全彩印刷）,56.66666666666667
老人 书籍,2,12,古刻新韵(典藏9种共10册)(精),53.83333333333333
老人 书籍,2,13,全10册丨中英文双语版小王子书老人与海盖茨比三天光明安徒生格林童话伊索动物庄园等中小学课外 推荐阅读,51.0
老人 书籍,2,14,相约老年健康科普丛书——老年人运动健康一本通,48.166666666666664
老人 书籍,2,15,老年人养生这样吃很好 超值版,45.333333333333336
老人 书籍,2,16,今古奇观【全5册套装版】港台原版 抱瓮 好读出版 中国古典文学小说,42.5
老人 书籍,2,17,录事巴托比 老人与海 港台原版 海明威 梅尔维尔 余光中 九歌 翻译文学,39.666666666666664
老人 书籍,2,18,【新华书店正版书籍】中老年人这样用药 养生/保健 生理健康图书,36.833333333333336
老人 书籍,2,19,老年人居家锻炼计划视频版9787521424836+老年人精神生活健康指南老年人必读老年人养生中国医药科技出版社 2本套老年人居家锻炼计划老年人,34.0
老人 书籍,2,20,包邮 佛法修证心要上下册 元音老人文集 宗教文化出版社 略论明心见性 心经抉隐 修法修证心要问答集 楞严要解 中有成就秘笈,31.166666666666668
老人 书籍,2,21,圣诞老人发条书 发条小火车小巴士小飞机消防车赛车 儿童游戏纸板书附玩具 Usborne 大开发思维益智 环游世界探险之旅可拆卸拼接大板 小瓢虫轨道书,28.333333333333336
老人 书籍,2,22,诺贝尔文学奖绘本全套5册老人与海青鸟狼孩莫格里新月集可怕的奥古斯都3-6-8岁儿童绘本故事书亲子共读睡前故事书河北教育出版社 诺贝尔文学奖绘,25.500000000000004
老人 书籍,2,23,免疫力：战胜病毒的生活方式 亚健康养生生活指南 零基础养生入门秘籍掌握健康生活方式的方法 积极乐观的心理面对疾病问题 健康身心的女性居家,22.66666666666667
老人 书籍,2,24,中国营养学会编著婴幼学龄儿童少年成人老年人饮食营养减肥食谱食疗公共注册营养师考试教材 中国居民膳食,19.83333333333333
老人 书籍,2,25,中老年人必知的365个养生法：大字插图超值版,16.999999999999996
老人 书籍,2,26,伊索寓言 来川英文原著分级足量阅读 初中高中生英语课外读物 英文中英双语版英语双语读物英语小说 可选套餐：童话故事 短篇小说,14.166666666666664
老人 书籍,2,27,【官方旗舰店】老人与海 海明威 著，张爱玲 译,11.33333333333333
老人 书籍,2,28,毛主席\\\\x26lt语录版\\\\x26gt旧书正版真品原版送长辈礼物收藏怀旧老物件,8.499999999999998
老人 书籍,2,29,青春励志书籍故事书心灵鸡汤人生哲理枕边书青春励志家庭教育书中学小学高中课外读物 全10册故事大智慧套装,5.666666666666665
老人 书籍,2,30,【当当 正版】终结阿尔茨海默病--全球首套防止与逆转痴呆的个性化程序 戴尔·E.布来得森 樊登读书会推荐,2.8333333333333326
老人 书籍,3,1,家庭小偏方 中老年常见病一扫光 正版图书 养生保健 中老年健康 中年人 老年人 常见病 土方 偏方 家庭健康养生,72.24999999999999
老人 书籍,3,2,中老年对症调理老偏方 正版图书 中老年健康 养生保健 中老年人身心调理 家庭健康 土方 老年病预防 家庭健康实用,69.84166666666665
老人 书籍,3,3,中国土单方+百病食疗全2册 中医养生家庭食疗食谱营养健康百科保健饮食菜谱中老年养生老年人食疗养生,67.43333333333332
老人 书籍,3,4,关爱爸妈的健康书（全2册）送给爸妈的健康书 更年期饮食中医调养法+老有所养 中老年人日常生活保健,65.02499999999999
老人 书籍,3,5,送给爸妈的健康书+老有所养：中老年人日常生活保健（全2册）中老年人日常生活保健享受健康人生,62.61666666666666
老人 书籍,3,6,老人与海 梁文道推荐译本 朗读者推荐 李继宏倾心翻译,60.20833333333332
